Category,Subcategory,Strength,Multiplier,en,de,ru,eo,pl,it,ua,ko
5,1,1,-1,I would not want to live in a country where everyone had the same salary,"Ich würde nicht in einem Land leben wollen, wo jeder das gleiche Einkommen hat","Я бы не стал жить в стране, где все зарабатывают одинаково","Mi ne volus loĝi en lando, kie ĉiuj havas la saman salajron","Nie chciałbym mieszkać w kraju, w którym wszyscy mieli taką samą pensję",Non vorrei vivere in un paese dove tutti hanno lo steso salario,"Я би не захотів жити в державі, де кожен заробляє одинаково",나는 모든 사람이 같은 월급을 받는 나라에서 살고 싶지 않을 것이다
5,1,3,-1,There should not be a minimum wage,Es sollte keinen Mindestlohn geben,Минимальной зарплаты не должно существовать,Minimuma enspezo devas ne esti,Nie powinno być płacy minimalnej,Non ci dovrebbe essere un salario minimo,Мінімальної зарплатньої плати не повинно бути,최저임금이 있어서는 안 된다
5,2,1,-1,It is important to provide free education to all children,Es ist wichtig kostenlose Bildung für alle Kinder zur Verfügung zu stellen,Важно предоставлять бесплатное образование всем детям,Estas grave doni senpagan kleron al ĉiuj infanoj,Ważne jest zapewnienie bezpłatnej edukacji wszystkim dzieciom,È importante provvedere un educazione gratuita a tutti i ragazzi,Важливо надати безкоштовне навчання усім дітям,모든 아이들에게 무상교육을 제공하는 것은 중요하다
5,2,4,1,No person should pay a higher percentage of tax on their income than another,"Niemand sollte ein höheren Prozentsatz Einkommenssteuer zahlen müssen, als andere","Никто не должен платить больший процент налогов, чем другие",Neniu pagu pli grandan procenton de impostoj el iliaj enspezoj ol aliaj,Nikt nie powinien płacić wyższego podatku od swoich dochodów niż inny obywatel,Nessuno dovrebbe pagare una percentuale di tasse più alta di qualcun altro,"Жоден немає платити більше податків зі свого доходу, ніж інші",어떤 사람도 자신의 소득에 대해 다른 사람보다 높은 비율의 세금을 납부해서는 안 된다
5,2,4,1,There should be no welfare,Es sollte keine Sozialhilfe geben,Соцобеспечения не должно существовать,Socia helpo devas ne esti,Nie powinno być pomocy socjalnej,Non ci dovrebbero essere programmi di welfare,Соціального забезпечення не має існувати,복지가 있어서는 안 된다
5,2,3,1,People who are poor choose to be poor,"Leute die arm sind, haben es sich ausgesucht arm zu sein",Бедные люди сами выбирают себе бедную жизнь,Malriĉaj homoj mem elektas malriĉi,Ludzie biedni wybrali biedę,Chi è povero sceglie di esserlo,Бідні люди самі обирають бути бідними,가난한 사람들은 가난한 것을 선택한다
5,2,2,-1,"It is unfair that the wealthy pay for tutoring for their children to pass standardized tests, allowing them to further succeed","Es ist ungerecht, dass die wohlhabenden Leute für Nachhilfe ihrer Kinder bezahlen, um standardisierte Tests zu absolvieren, was ihnen erlaubt erfolgreicher zu sein","Не справедило то, что богатые платят за обучение их детей, чтобы те прошли стандартизованные тесты и могли иметь успех в жизни","Estas ne honore, ke riĉuloj pagas por klerigo de iliaj infanoj por ke ili pasos normigitajn testojn, ebligontaj sukceos al ili","To niesprawiedliwe, że zamożni ludzie płacą za naukę dzieci, aby przystępować do testów, co pozwala im odnosić większe sukcesy","È ingiusto che i ricchi possano mandare i loro figli a lezioni private per prepararli ai test standardizzati, così permettendogli di avere voti superiori a chi non può permetterselo","Несправедливим є те, що багаті мають змогу платити за краще навчання для своїх дітей, щоби ті краще здавали екзамени, дозволяючи їм мати більший успіх за інших",부유층이 자녀들에게 표준화된 시험에 합격하도록 과외비를 지불함으로써 그들이 더욱 성공할 수 있게 하는 것은 불공평하다
5,2,3,-1,Wealthy districts should not be allowed to put additional money into their school districts when less wealthy districts can't afford to do the same,"Wohlhabende Gebiete sollte es untersagt sein zusätzliches Geld für ihre Schulen zu zahlen, wenn weniger wohlhabende Gebiete es sich nicht leisten können dasselbe zu tun","Богатые районы не должны вкладывать дополнительные средства в свои школы, в то время как менее богатые районы не могут себе это позволить",Riĉaj distriktoj ne havu rajton investi aldonan monon en siajn lernejojn dum malpli riĉaj distriktoj ne povas fari tion ĉi,"Zamożnym dzielnicom nie należy zezwalać na wkładanie dodatkowych pieniędzy do okręgów szkolnych, gdy mniej zamożnych dzielnic nie stać na to samo",Non dovrebbe essere permesso ai distretti più ricchi di finanziare ulteriormente le loro scuole quando i distretti poveri non possono fare lo stesso,"Не можна дозволяти більш багатим районам вкладати більше своїх ресурсів у школи, коли більш бідні не можуть собі того дозволити",부유한 지역들은 가난한 지역들이 같은 일을 할 여유가 없을 때 그들의 학군에 추가 자금을 투입하도록 허용되어서는 안 된다
5,2,3,-1,Private schools should be banned,Private Schulen sollten abgeschafft werden,Частные школы необходимо запретить,Oni malpermesu privatajn lernejojn,Szkoły prywatne powinny zostać zlikwidowane,Le scuole private non dovrebbero esistere,Приватні школи потрібно заборонити,사립학교는 금지되어야 한다
5,2,2,1,There should be a limit to how much wealth someone can inherit from their parents,"Es sollte eine Grenze dafür geben, wie viel Reichtum jemand von seinen Eltern erben kann",Количество насследуемого имущества должно быть ограничено,"Estu lima kvanto de heredaĵoj, kiujn oni povas ricevi de siaj gepatroj","Powinien istnieć limit ilości majątku, który ktoś może odziedziczyć po rodzicach",Ci dovrebbe essere un limite a quanta ricchezza si può eridatare dai propri genitori,"Має бути обмеження на те, скільки хтось може успадкувати від своїх батьків",누군가 부모로부터 물려받을 수 있는 재산의 양에는 한계가 있어야 한다
5,2,2,1,I should not have to pay for things that I get no benefit from,"Ich sollte nicht für Dinge bezahlen, die mir nichts nützen","Я не должен платить за то, что не приносит мне никакой пользы","Mi ne pagu por tio, kio ne utilas al mi","Nie powinienem płacić za rzeczy, z których nie czerpię korzyści",Non dovrei pagare per cose da cui non ricevo beneficio,"Я не мушу платити за те, що приносить мені ніякої користі",내가 혜택을 받지 못하는 것에 대해 돈을 지불하지 않아도 된다
5,2,1,1,We should reduce our welfare program,Wir sollten unsere Sozialhilfe reduzieren,Мы должны сократить свои программы социального обеспечения,Mi malpliigu nian socian helpon,Powinniśmy zmniejszyć nasz program socjalny,Dovremmo avere meno programmi di welfare,Нам потрібно скоротити наші програми соціяльного забезпечення,우리는 복지 프로그램을 줄여야 한다
5,2,1,1,Parents should be allowed to help their children succeed,Eltern sollte es erlaubt sein ihren Kindern dabei zu helfen erfolgreich zu sein,Родителям следует запретить помогать добиваться успеха своим детям,Gepatroj ne rajtu helpi sukcesi al iliaj infanoj,Rodzice powinni mieć możliwość pomóc swoim dzieciom w osiągnięciu sukcesu,I genitori dovrebbero poter aiutare i propri figli ad avere successo,Варто дозволити батькам допомагати своїм дітям досягти успіху,부모들은 그들의 아이들이 성공하도록 도와야 한다
